"V1"	"V2"	"x"	"y"
"4390"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.125"	"-17.125"
"4391"	"Savana Florestada"	"Sd"	"-53.875"	"-17.125"
"4392"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.625"	"-17.125"
"4393"	NA	NA	"-53.375"	"-17.125"
"4394"	NA	NA	"-53.125"	"-17.125"
"4395"	NA	NA	"-52.875"	"-17.125"
"4396"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-52.625"	"-17.125"
"4397"	NA	NA	"-52.375"	"-17.125"
"4398"	NA	NA	"-52.125"	"-17.125"
"4399"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.875"	"-17.125"
"4400"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.625"	"-17.125"
"4401"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-51.375"	"-17.125"
"4402"	NA	NA	"-51.125"	"-17.125"
"4403"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.875"	"-17.125"
"4404"	NA	NA	"-50.625"	"-17.125"
"4405"	NA	NA	"-50.375"	"-17.125"
"4406"	NA	NA	"-50.125"	"-17.125"
"4407"	"Savana Florestada"	"Sd"	"-49.875"	"-17.125"
"4408"	NA	NA	"-49.625"	"-17.125"
"4409"	NA	NA	"-49.375"	"-17.125"
"4410"	NA	NA	"-49.125"	"-17.125"
"4411"	NA	NA	"-48.875"	"-17.125"
"4412"	NA	NA	"-48.625"	"-17.125"
"4413"	NA	NA	"-48.375"	"-17.125"
"4414"	NA	NA	"-48.125"	"-17.125"
"4415"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.875"	"-17.125"
"4416"	NA	NA	"-47.625"	"-17.125"
"4417"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.375"	"-17.125"
"4418"	NA	NA	"-47.125"	"-17.125"
"4419"	NA	NA	"-46.875"	"-17.125"
"4420"	NA	NA	"-46.625"	"-17.125"
"4421"	NA	NA	"-46.375"	"-17.125"
"4422"	NA	NA	"-46.125"	"-17.125"
"4423"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-45.875"	"-17.125"
"4424"	NA	NA	"-45.625"	"-17.125"
"4425"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.375"	"-17.125"
"4426"	NA	NA	"-45.125"	"-17.125"
"4427"	NA	NA	"-44.875"	"-17.125"
"4428"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-44.625"	"-17.125"
"4429"	NA	NA	"-44.375"	"-17.125"
"4430"	NA	NA	"-44.125"	"-17.125"
"4431"	"Savana Arborizada"	"Sa"	"-43.875"	"-17.125"
"4432"	NA	NA	"-43.625"	"-17.125"
"4433"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-43.375"	"-17.125"
"4434"	"Ref"	"rmb"	"-43.125"	"-17.125"
"4435"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-42.875"	"-17.125"
"4436"	NA	NA	"-42.625"	"-17.125"
"4437"	NA	NA	"-42.375"	"-17.125"
"4461"	NA	NA	"-54.875"	"-17.375"
"4462"	NA	NA	"-54.625"	"-17.375"
"4463"	NA	NA	"-54.375"	"-17.375"
"4464"	NA	NA	"-54.125"	"-17.375"
"4465"	"Savana Gramaneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-53.875"	"-17.375"
"4466"	"Savana Florestada"	"Sd"	"-53.625"	"-17.375"
"4467"	NA	NA	"-53.375"	"-17.375"
"4468"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.125"	"-17.375"
"4469"	NA	NA	"-52.875"	"-17.375"
"4470"	NA	NA	"-52.625"	"-17.375"
"4471"	NA	NA	"-52.375"	"-17.375"
"4472"	NA	NA	"-52.125"	"-17.375"
"4473"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.875"	"-17.375"
"4474"	NA	NA	"-51.625"	"-17.375"
"4475"	NA	NA	"-51.375"	"-17.375"
"4476"	NA	NA	"-51.125"	"-17.375"
"4477"	NA	NA	"-50.875"	"-17.375"
"4478"	NA	NA	"-50.625"	"-17.375"
"4479"	NA	NA	"-50.375"	"-17.375"
"4480"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-50.125"	"-17.375"
"4481"	NA	NA	"-49.875"	"-17.375"
"4482"	NA	NA	"-49.625"	"-17.375"
"4483"	NA	NA	"-49.375"	"-17.375"
"4484"	NA	NA	"-49.125"	"-17.375"
"4485"	NA	NA	"-48.875"	"-17.375"
"4486"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.625"	"-17.375"
"4487"	NA	NA	"-48.375"	"-17.375"
"4488"	"Savana Florestada"	"Sd"	"-48.125"	"-17.375"
"4489"	NA	NA	"-47.875"	"-17.375"
"4490"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.625"	"-17.375"
"4491"	NA	NA	"-47.375"	"-17.375"
"4492"	NA	NA	"-47.125"	"-17.375"
"4493"	NA	NA	"-46.875"	"-17.375"
"4494"	"Floresta Estacional Semidecidual Montana"	"Fm"	"-46.625"	"-17.375"
"4495"	NA	NA	"-46.375"	"-17.375"
"4496"	NA	NA	"-46.125"	"-17.375"
"4497"	NA	NA	"-45.875"	"-17.375"
"4498"	NA	NA	"-45.625"	"-17.375"
"4499"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.375"	"-17.375"
"4500"	NA	NA	"-45.125"	"-17.375"
"4501"	NA	NA	"-44.875"	"-17.375"
"4502"	NA	NA	"-44.625"	"-17.375"
"4503"	"Savana Arborizada"	"Sa"	"-44.375"	"-17.375"
"4504"	NA	NA	"-44.125"	"-17.375"
"4505"	NA	NA	"-43.875"	"-17.375"
"4506"	"Floresta Estacional Semidecidual Montana"	"Fm"	"-43.625"	"-17.375"
"4507"	NA	NA	"-43.375"	"-17.375"
"4508"	"Savana Arborizada"	"Sa"	"-43.125"	"-17.375"
"4509"	NA	NA	"-42.875"	"-17.375"
"4510"	NA	NA	"-42.625"	"-17.375"
"4511"	NA	NA	"-42.375"	"-17.375"
"4535"	"Savana Florestada"	"Sd"	"-54.875"	"-17.625"
"4536"	NA	NA	"-54.625"	"-17.625"
"4537"	NA	NA	"-54.375"	"-17.625"
"4538"	NA	NA	"-54.125"	"-17.625"
"4539"	NA	NA	"-53.875"	"-17.625"
"4540"	NA	NA	"-53.625"	"-17.625"
"4541"	NA	NA	"-53.375"	"-17.625"
"4542"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.125"	"-17.625"
"4543"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-52.875"	"-17.625"
"4544"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-52.625"	"-17.625"
"4545"	NA	NA	"-52.375"	"-17.625"
"4546"	NA	NA	"-52.125"	"-17.625"
"4547"	NA	NA	"-51.875"	"-17.625"
"4548"	NA	NA	"-51.625"	"-17.625"
"4549"	NA	NA	"-51.375"	"-17.625"
"4550"	NA	NA	"-51.125"	"-17.625"
"4551"	NA	NA	"-50.875"	"-17.625"
"4552"	NA	NA	"-50.625"	"-17.625"
"4553"	NA	NA	"-50.375"	"-17.625"
"4554"	NA	NA	"-50.125"	"-17.625"
"4555"	NA	NA	"-49.875"	"-17.625"
"4556"	NA	NA	"-49.625"	"-17.625"
"4557"	NA	NA	"-49.375"	"-17.625"
"4558"	NA	NA	"-49.125"	"-17.625"
"4559"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.875"	"-17.625"
"4560"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.625"	"-17.625"
"4561"	NA	NA	"-48.375"	"-17.625"
"4562"	NA	NA	"-48.125"	"-17.625"
"4563"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.875"	"-17.625"
"4564"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.625"	"-17.625"
"4565"	NA	NA	"-47.375"	"-17.625"
"4566"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.125"	"-17.625"
"4567"	"Savana Gramaneo-Lenhosa"	"Sg"	"-46.875"	"-17.625"
"4568"	NA	NA	"-46.625"	"-17.625"
"4569"	"Savana Gramaneo-Lenhosa"	"Sg"	"-46.375"	"-17.625"
"4570"	NA	NA	"-46.125"	"-17.625"
"4571"	NA	NA	"-45.875"	"-17.625"
"4572"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.625"	"-17.625"
"4573"	NA	NA	"-45.375"	"-17.625"
"4574"	NA	NA	"-45.125"	"-17.625"
"4575"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-44.875"	"-17.625"
"4576"	NA	NA	"-44.625"	"-17.625"
"4577"	NA	NA	"-44.375"	"-17.625"
"4578"	NA	NA	"-44.125"	"-17.625"
"4579"	NA	NA	"-43.875"	"-17.625"
"4580"	"Floresta Estacional Semidecidual Montana"	"Fm"	"-43.625"	"-17.625"
"4581"	NA	NA	"-43.375"	"-17.625"
"4582"	NA	NA	"-43.125"	"-17.625"
"4583"	NA	NA	"-42.875"	"-17.625"
"4585"	NA	NA	"-42.375"	"-17.625"
"4609"	NA	NA	"-54.875"	"-17.875"
"4610"	NA	NA	"-54.625"	"-17.875"
"4611"	NA	NA	"-54.375"	"-17.875"
"4612"	NA	NA	"-54.125"	"-17.875"
"4613"	NA	NA	"-53.875"	"-17.875"
"4614"	"Savana Florestada"	"Sd"	"-53.625"	"-17.875"
"4615"	NA	NA	"-53.375"	"-17.875"
"4616"	NA	NA	"-53.125"	"-17.875"
"4617"	NA	NA	"-52.875"	"-17.875"
"4618"	NA	NA	"-52.625"	"-17.875"
"4619"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-52.375"	"-17.875"
"4620"	NA	NA	"-52.125"	"-17.875"
"4621"	NA	NA	"-51.875"	"-17.875"
"4622"	NA	NA	"-51.625"	"-17.875"
"4623"	NA	NA	"-51.375"	"-17.875"
"4624"	NA	NA	"-51.125"	"-17.875"
"4625"	NA	NA	"-50.875"	"-17.875"
"4626"	NA	NA	"-50.625"	"-17.875"
"4627"	NA	NA	"-50.375"	"-17.875"
"4628"	NA	NA	"-50.125"	"-17.875"
"4629"	NA	NA	"-49.875"	"-17.875"
"4630"	NA	NA	"-49.625"	"-17.875"
"4631"	NA	NA	"-49.375"	"-17.875"
"4632"	NA	NA	"-49.125"	"-17.875"
"4633"	NA	NA	"-48.875"	"-17.875"
"4634"	NA	NA	"-48.625"	"-17.875"
"4635"	NA	NA	"-48.375"	"-17.875"
"4636"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.125"	"-17.875"
"4637"	NA	NA	"-47.875"	"-17.875"
"4638"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.625"	"-17.875"
"4639"	"Savana Arborizada"	"Sa"	"-47.375"	"-17.875"
"4640"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.125"	"-17.875"
"4641"	NA	NA	"-46.875"	"-17.875"
"4642"	NA	NA	"-46.625"	"-17.875"
"4643"	NA	NA	"-46.375"	"-17.875"
"4644"	NA	NA	"-46.125"	"-17.875"
"4645"	NA	NA	"-45.875"	"-17.875"
"4646"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.625"	"-17.875"
"4647"	NA	NA	"-45.375"	"-17.875"
"4648"	NA	NA	"-45.125"	"-17.875"
"4649"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-44.875"	"-17.875"
"4650"	NA	NA	"-44.625"	"-17.875"
"4651"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-44.375"	"-17.875"
"4652"	"Floresta Estacional Semidecidual Montana"	"Fm"	"-44.125"	"-17.875"
"4653"	"Savana Grampneo-Lenhosa"	"Sg"	"-43.875"	"-17.875"
"4654"	"Savana Grampneo-Lenhosa"	"Sg"	"-43.625"	"-17.875"
"4655"	NA	NA	"-43.375"	"-17.875"
"4657"	NA	NA	"-42.875"	"-17.875"
"4683"	NA	NA	"-54.875"	"-18.125"
"4684"	NA	NA	"-54.625"	"-18.125"
"4685"	NA	NA	"-54.375"	"-18.125"
"4686"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-54.125"	"-18.125"
"4687"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.875"	"-18.125"
"4688"	NA	NA	"-53.625"	"-18.125"
"4689"	NA	NA	"-53.375"	"-18.125"
"4690"	NA	NA	"-53.125"	"-18.125"
"4691"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-52.875"	"-18.125"
"4692"	NA	NA	"-52.625"	"-18.125"
"4693"	NA	NA	"-52.375"	"-18.125"
"4694"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-52.125"	"-18.125"
"4695"	NA	NA	"-51.875"	"-18.125"
"4696"	NA	NA	"-51.625"	"-18.125"
"4697"	NA	NA	"-51.375"	"-18.125"
"4698"	NA	NA	"-51.125"	"-18.125"
"4699"	NA	NA	"-50.875"	"-18.125"
"4700"	NA	NA	"-50.625"	"-18.125"
"4701"	NA	NA	"-50.375"	"-18.125"
"4702"	NA	NA	"-50.125"	"-18.125"
"4703"	NA	NA	"-49.875"	"-18.125"
"4704"	NA	NA	"-49.625"	"-18.125"
"4705"	NA	NA	"-49.375"	"-18.125"
"4706"	NA	NA	"-49.125"	"-18.125"
"4709"	NA	NA	"-48.375"	"-18.125"
"4710"	NA	NA	"-48.125"	"-18.125"
"4711"	NA	NA	"-47.875"	"-18.125"
"4712"	NA	NA	"-47.625"	"-18.125"
"4713"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-47.375"	"-18.125"
"4714"	"Savana Gramaneo-Lenhosa"	"Sg"	"-47.125"	"-18.125"
"4715"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-46.875"	"-18.125"
"4716"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-46.625"	"-18.125"
"4717"	NA	NA	"-46.375"	"-18.125"
"4718"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-46.125"	"-18.125"
"4719"	NA	NA	"-45.875"	"-18.125"
"4720"	NA	NA	"-45.625"	"-18.125"
"4721"	NA	NA	"-45.375"	"-18.125"
"4722"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.125"	"-18.125"
"4723"	NA	NA	"-44.875"	"-18.125"
"4724"	NA	NA	"-44.625"	"-18.125"
"4725"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.375"	"-18.125"
"4726"	NA	NA	"-44.125"	"-18.125"
"4727"	"Savana Grampneo-Lenhosa"	"Sg"	"-43.875"	"-18.125"
"4728"	"Savana Gramrneo-Lenhosa sem floresta-de-galeria"	"Sgs"	"-43.625"	"-18.125"
"4729"	"Savana Gramnneo-Lenhosa sem floresta-de-galeria"	"Sgs"	"-43.375"	"-18.125"
"4757"	NA	NA	"-54.875"	"-18.375"
"4758"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-54.625"	"-18.375"
"4759"	NA	NA	"-54.375"	"-18.375"
"4760"	NA	NA	"-54.125"	"-18.375"
"4761"	NA	NA	"-53.875"	"-18.375"
"4762"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.625"	"-18.375"
"4763"	NA	NA	"-53.375"	"-18.375"
"4764"	NA	NA	"-53.125"	"-18.375"
"4765"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-52.875"	"-18.375"
"4766"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-52.625"	"-18.375"
"4767"	NA	NA	"-52.375"	"-18.375"
"4768"	NA	NA	"-52.125"	"-18.375"
"4769"	NA	NA	"-51.875"	"-18.375"
"4770"	NA	NA	"-51.625"	"-18.375"
"4771"	NA	NA	"-51.375"	"-18.375"
"4772"	NA	NA	"-51.125"	"-18.375"
"4773"	NA	NA	"-50.875"	"-18.375"
"4774"	NA	NA	"-50.625"	"-18.375"
"4777"	NA	NA	"-49.875"	"-18.375"
"4779"	NA	NA	"-49.375"	"-18.375"
"4785"	NA	NA	"-47.875"	"-18.375"
"4786"	NA	NA	"-47.625"	"-18.375"
"4787"	"Savana GramVneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-47.375"	"-18.375"
"4788"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-47.125"	"-18.375"
"4789"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-46.875"	"-18.375"
"4790"	"Savana Gramaneo-Lenhosa"	"Sg"	"-46.625"	"-18.375"
"4791"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-46.375"	"-18.375"
"4792"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-46.125"	"-18.375"
"4793"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-45.875"	"-18.375"
"4794"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.625"	"-18.375"
"4795"	NA	NA	"-45.375"	"-18.375"
"4796"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.125"	"-18.375"
"4797"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-44.875"	"-18.375"
"4798"	NA	NA	"-44.625"	"-18.375"
"4799"	NA	NA	"-44.375"	"-18.375"
"4800"	NA	NA	"-44.125"	"-18.375"
"4801"	"Ref"	"rmb"	"-43.875"	"-18.375"
"4802"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-43.625"	"-18.375"
"4830"	NA	NA	"-55.125"	"-18.625"
"4831"	NA	NA	"-54.875"	"-18.625"
"4832"	NA	NA	"-54.625"	"-18.625"
"4833"	NA	NA	"-54.375"	"-18.625"
"4834"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-54.125"	"-18.625"
"4835"	NA	NA	"-53.875"	"-18.625"
"4836"	NA	NA	"-53.625"	"-18.625"
"4837"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.375"	"-18.625"
"4838"	NA	NA	"-53.125"	"-18.625"
"4839"	NA	NA	"-52.875"	"-18.625"
"4840"	NA	NA	"-52.625"	"-18.625"
"4841"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-52.375"	"-18.625"
"4842"	NA	NA	"-52.125"	"-18.625"
"4843"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.875"	"-18.625"
"4844"	NA	NA	"-51.625"	"-18.625"
"4845"	NA	NA	"-51.375"	"-18.625"
"4848"	NA	NA	"-50.625"	"-18.625"
"4852"	NA	NA	"-49.625"	"-18.625"
"4854"	NA	NA	"-49.125"	"-18.625"
"4855"	NA	NA	"-48.875"	"-18.625"
"4856"	NA	NA	"-48.625"	"-18.625"
"4858"	NA	NA	"-48.125"	"-18.625"
"4859"	NA	NA	"-47.875"	"-18.625"
"4860"	NA	NA	"-47.625"	"-18.625"
"4861"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-47.375"	"-18.625"
"4862"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-47.125"	"-18.625"
"4863"	NA	NA	"-46.875"	"-18.625"
"4864"	NA	NA	"-46.625"	"-18.625"
"4865"	NA	NA	"-46.375"	"-18.625"
"4866"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-46.125"	"-18.625"
"4867"	"Savana Gramsneo-Lenhosa"	"Sg"	"-45.875"	"-18.625"
"4868"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.625"	"-18.625"
"4869"	NA	NA	"-45.375"	"-18.625"
"4870"	NA	NA	"-45.125"	"-18.625"
"4871"	NA	NA	"-44.875"	"-18.625"
"4872"	NA	NA	"-44.625"	"-18.625"
"4873"	NA	NA	"-44.375"	"-18.625"
"4874"	NA	NA	"-44.125"	"-18.625"
"4875"	"Ref"	"rmb"	"-43.875"	"-18.625"
"4905"	NA	NA	"-54.875"	"-18.875"
"4906"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-54.625"	"-18.875"
"4907"	NA	NA	"-54.375"	"-18.875"
"4908"	NA	NA	"-54.125"	"-18.875"
"4909"	NA	NA	"-53.875"	"-18.875"
"4910"	NA	NA	"-53.625"	"-18.875"
"4911"	NA	NA	"-53.375"	"-18.875"
"4912"	NA	NA	"-53.125"	"-18.875"
"4913"	NA	NA	"-52.875"	"-18.875"
"4914"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-52.625"	"-18.875"
"4915"	NA	NA	"-52.375"	"-18.875"
"4916"	NA	NA	"-52.125"	"-18.875"
"4917"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-51.875"	"-18.875"
"4918"	NA	NA	"-51.625"	"-18.875"
"4919"	NA	NA	"-51.375"	"-18.875"
"4920"	NA	NA	"-51.125"	"-18.875"
"4924"	NA	NA	"-50.125"	"-18.875"
"4928"	NA	NA	"-49.125"	"-18.875"
"4929"	NA	NA	"-48.875"	"-18.875"
"4930"	NA	NA	"-48.625"	"-18.875"
"4931"	NA	NA	"-48.375"	"-18.875"
"4932"	NA	NA	"-48.125"	"-18.875"
"4933"	NA	NA	"-47.875"	"-18.875"
"4934"	NA	NA	"-47.625"	"-18.875"
"4935"	NA	NA	"-47.375"	"-18.875"
"4936"	NA	NA	"-47.125"	"-18.875"
"4937"	NA	NA	"-46.875"	"-18.875"
"4938"	NA	NA	"-46.625"	"-18.875"
"4939"	NA	NA	"-46.375"	"-18.875"
"4940"	NA	NA	"-46.125"	"-18.875"
"4941"	"Savana GramVneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.875"	"-18.875"
"4942"	"Savana GramAneo-Lenhosa"	"Sg"	"-45.625"	"-18.875"
"4943"	NA	NA	"-45.375"	"-18.875"
"4944"	NA	NA	"-45.125"	"-18.875"
"4945"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-44.875"	"-18.875"
"4946"	NA	NA	"-44.625"	"-18.875"
"4947"	NA	NA	"-44.375"	"-18.875"
"4948"	NA	NA	"-44.125"	"-18.875"
"4949"	NA	NA	"-43.875"	"-18.875"
"4978"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-55.125"	"-19.125"
"4979"	NA	NA	"-54.875"	"-19.125"
"4980"	NA	NA	"-54.625"	"-19.125"
"4981"	NA	NA	"-54.375"	"-19.125"
"4982"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.125"	"-19.125"
"4983"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.875"	"-19.125"
"4984"	NA	NA	"-53.625"	"-19.125"
"4985"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.375"	"-19.125"
"4986"	NA	NA	"-53.125"	"-19.125"
"4987"	NA	NA	"-52.875"	"-19.125"
"4988"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-52.625"	"-19.125"
"4989"	NA	NA	"-52.375"	"-19.125"
"4990"	NA	NA	"-52.125"	"-19.125"
"4991"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-51.875"	"-19.125"
"4992"	NA	NA	"-51.625"	"-19.125"
"4993"	NA	NA	"-51.375"	"-19.125"
"4994"	NA	NA	"-51.125"	"-19.125"
"4995"	NA	NA	"-50.875"	"-19.125"
"4997"	NA	NA	"-50.375"	"-19.125"
"4998"	NA	NA	"-50.125"	"-19.125"
"4999"	NA	NA	"-49.875"	"-19.125"
"5000"	NA	NA	"-49.625"	"-19.125"
"5001"	NA	NA	"-49.375"	"-19.125"
"5002"	NA	NA	"-49.125"	"-19.125"
"5003"	NA	NA	"-48.875"	"-19.125"
"5004"	NA	NA	"-48.625"	"-19.125"
"5005"	NA	NA	"-48.375"	"-19.125"
"5006"	NA	NA	"-48.125"	"-19.125"
"5007"	NA	NA	"-47.875"	"-19.125"
"5008"	NA	NA	"-47.625"	"-19.125"
"5009"	NA	NA	"-47.375"	"-19.125"
"5010"	NA	NA	"-47.125"	"-19.125"
"5011"	NA	NA	"-46.875"	"-19.125"
"5012"	"Savana Gramaneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-46.625"	"-19.125"
"5013"	NA	NA	"-46.375"	"-19.125"
"5014"	NA	NA	"-46.125"	"-19.125"
"5015"	NA	NA	"-45.875"	"-19.125"
"5016"	NA	NA	"-45.625"	"-19.125"
"5017"	NA	NA	"-45.375"	"-19.125"
"5018"	NA	NA	"-45.125"	"-19.125"
"5019"	NA	NA	"-44.875"	"-19.125"
"5020"	NA	NA	"-44.625"	"-19.125"
"5021"	NA	NA	"-44.375"	"-19.125"
"5022"	NA	NA	"-44.125"	"-19.125"
"5023"	NA	NA	"-43.875"	"-19.125"
"5024"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-43.625"	"-19.125"
"5052"	NA	NA	"-55.125"	"-19.375"
"5053"	NA	NA	"-54.875"	"-19.375"
"5054"	NA	NA	"-54.625"	"-19.375"
"5055"	NA	NA	"-54.375"	"-19.375"
"5056"	NA	NA	"-54.125"	"-19.375"
"5057"	NA	NA	"-53.875"	"-19.375"
"5058"	NA	NA	"-53.625"	"-19.375"
"5059"	NA	NA	"-53.375"	"-19.375"
"5060"	NA	NA	"-53.125"	"-19.375"
"5061"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-52.875"	"-19.375"
"5062"	NA	NA	"-52.625"	"-19.375"
"5063"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-52.375"	"-19.375"
"5064"	NA	NA	"-52.125"	"-19.375"
"5065"	NA	NA	"-51.875"	"-19.375"
"5066"	NA	NA	"-51.625"	"-19.375"
"5067"	NA	NA	"-51.375"	"-19.375"
"5068"	NA	NA	"-51.125"	"-19.375"
"5071"	NA	NA	"-50.375"	"-19.375"
"5072"	NA	NA	"-50.125"	"-19.375"
"5073"	NA	NA	"-49.875"	"-19.375"
"5074"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-49.625"	"-19.375"
"5075"	NA	NA	"-49.375"	"-19.375"
"5076"	NA	NA	"-49.125"	"-19.375"
"5077"	NA	NA	"-48.875"	"-19.375"
"5078"	NA	NA	"-48.625"	"-19.375"
"5079"	NA	NA	"-48.375"	"-19.375"
"5080"	"Savana Florestada"	"Sd"	"-48.125"	"-19.375"
"5081"	NA	NA	"-47.875"	"-19.375"
"5082"	NA	NA	"-47.625"	"-19.375"
"5083"	NA	NA	"-47.375"	"-19.375"
"5084"	NA	NA	"-47.125"	"-19.375"
"5085"	NA	NA	"-46.875"	"-19.375"
"5086"	NA	NA	"-46.625"	"-19.375"
"5087"	NA	NA	"-46.375"	"-19.375"
"5088"	NA	NA	"-46.125"	"-19.375"
"5089"	NA	NA	"-45.875"	"-19.375"
"5090"	NA	NA	"-45.625"	"-19.375"
"5091"	NA	NA	"-45.375"	"-19.375"
"5092"	NA	NA	"-45.125"	"-19.375"
"5093"	NA	NA	"-44.875"	"-19.375"
"5094"	NA	NA	"-44.625"	"-19.375"
"5095"	NA	NA	"-44.375"	"-19.375"
"5096"	NA	NA	"-44.125"	"-19.375"
"5097"	NA	NA	"-43.875"	"-19.375"
"5098"	"Ref"	"rmb"	"-43.625"	"-19.375"
"5099"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-43.375"	"-19.375"
"5126"	NA	NA	"-55.125"	"-19.625"
"5127"	NA	NA	"-54.875"	"-19.625"
"5128"	"Savana Florestada"	"Sd"	"-54.625"	"-19.625"
"5129"	NA	NA	"-54.375"	"-19.625"
"5130"	NA	NA	"-54.125"	"-19.625"
"5131"	NA	NA	"-53.875"	"-19.625"
"5132"	NA	NA	"-53.625"	"-19.625"
