File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MCD64A1_006_Burn_Date_doy2018305_aid0001,Burn_Date,aid0001,2018-11-01,9892083.0,0.0,334.0,"(0.0,334.0)",0.1302239,6.4410613,41.4872705,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2018335_aid0001,Burn_Date,aid0001,2018-12-01,9891621.0,0.0,365.0,"(0.0,365.0)",0.1238853,6.5610079,43.0468244,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019001_aid0001,Burn_Date,aid0001,2019-01-01,9890273.0,0.0,31.0,"(0.0,31.0)",0.0220652,0.7165443,0.5134357,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019032_aid0001,Burn_Date,aid0001,2019-02-01,9886946.0,0.0,59.0,"(0.0,59.0)",0.0504515,1.5224219,2.3177684,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019060_aid0001,Burn_Date,aid0001,2019-03-01,9887544.0,0.0,90.0,"(0.0,90.0)",0.0773749,2.4184189,5.8487499,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019091_aid0001,Burn_Date,aid0001,2019-04-01,9891674.0,0.0,120.0,"(0.0,120.0)",0.0272796,1.6974709,2.8814073,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019121_aid0001,Burn_Date,aid0001,2019-05-01,9892426.0,0.0,151.0,"(0.0,151.0)",0.1200903,4.0765938,16.6186168,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019152_aid0001,Burn_Date,aid0001,2019-06-01,9892737.0,0.0,181.0,"(0.0,181.0)",0.332959,7.478764,55.9319115,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019182_aid0001,Burn_Date,aid0001,2019-07-01,9893015.0,0.0,212.0,"(0.0,212.0)",0.7039335,11.8654976,140.7900324,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019213_aid0001,Burn_Date,aid0001,2019-08-01,9893086.0,0.0,243.0,"(0.0,243.0)",2.9037606,25.6765541,659.2854287,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019244_aid0001,Burn_Date,aid0001,2019-09-01,9893089.0,0.0,273.0,"(0.0,273.0)",6.5586285,40.538924,1643.4043566,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019274_aid0001,Burn_Date,aid0001,2019-10-01,9892882.0,0.0,304.0,"(0.0,304.0)",1.8559857,23.004603,529.2117574,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019305_aid0001,Burn_Date,aid0001,2019-11-01,9892035.0,0.0,334.0,"(0.0,334.0)",0.4473602,11.9025818,141.6714531,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2019335_aid0001,Burn_Date,aid0001,2019-12-01,9890933.0,0.0,365.0,"(0.0,365.0)",0.2262828,8.8335793,78.0321235,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020001_aid0001,Burn_Date,aid0001,2020-01-01,9889277.0,0.0,31.0,"(0.0,31.0)",0.0129616,0.5383357,0.2898054,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020032_aid0001,Burn_Date,aid0001,2020-02-01,9887723.0,0.0,60.0,"(0.0,60.0)",0.048121,1.4953566,2.2360912,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020061_aid0001,Burn_Date,aid0001,2020-03-01,9890152.0,0.0,91.0,"(0.0,91.0)",0.1054275,2.8679842,8.2253336,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020092_aid0001,Burn_Date,aid0001,2020-04-01,9892000.0,0.0,121.0,"(0.0,121.0)",0.0443907,2.1850778,4.7745651,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020122_aid0001,Burn_Date,aid0001,2020-05-01,9892454.0,0.0,152.0,"(0.0,152.0)",0.1077634,3.8479587,14.8067858,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020153_aid0001,Burn_Date,aid0001,2020-06-01,9892652.0,0.0,182.0,"(0.0,182.0)",0.2389308,6.3695656,40.5713655,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020183_aid0001,Burn_Date,aid0001,2020-07-01,9892630.0,0.0,213.0,"(0.0,213.0)",0.5473644,10.4694533,109.6094515,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020214_aid0001,Burn_Date,aid0001,2020-08-01,9892752.0,0.0,244.0,"(0.0,244.0)",1.8898355,20.8548455,434.9245791,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020245_aid0001,Burn_Date,aid0001,2020-09-01,9892725.0,0.0,274.0,"(0.0,274.0)",6.1212206,39.2744023,1542.4786778,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020275_aid0001,Burn_Date,aid0001,2020-10-01,9892558.0,0.0,305.0,"(0.0,305.0)",3.7801308,32.409197,1050.3560493,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020306_aid0001,Burn_Date,aid0001,2020-11-01,9892074.0,0.0,335.0,"(0.0,335.0)",0.2559896,9.0801796,82.4496614,0.0,0.0,0.0,0.0,0.0
MCD64A1_006_Burn_Date_doy2020336_aid0001,Burn_Date,aid0001,2020-12-01,9888116.0,0.0,366.0,"(0.0,366.0)",0.1166975,6.3694453,40.5698334,0.0,0.0,0.0,0.0,0.0
